iter	Logloss
1511	0.4582067918
1512	0.4582036038
1513	0.4581478039
1514	0.4580316372
1515	0.4580077484
1516	0.4580072081
1517	0.4579873441
1518	0.4579441129
1519	0.4578472499
1520	0.4577786489
1521	0.4577764827
1522	0.4577084774
1523	0.4576287038
1524	0.4575691059
1525	0.4575016887
1526	0.4574139292
1527	0.4573145333
1528	0.4572588708
1529	0.4571832886
1530	0.4571121199
1531	0.4570270372
1532	0.4569447165
1533	0.4569432707
1534	0.4569185313
1535	0.4569148298
1536	0.4568923552
1537	0.4568311961
1538	0.4567627036
1539	0.4567427102
1540	0.4566803296
1541	0.4566230748
1542	0.4565398068
1543	0.4565348805
1544	0.4564932918
1545	0.4564823809
1546	0.4564501983
1547	0.4563597799
1548	0.4563151176
1549	0.4563138369
1550	0.456272978
1551	0.4561791518
1552	0.4561054638
1553	0.4560423778
1554	0.4559816855
1555	0.4558945952
1556	0.4558728875
1557	0.4557999193
1558	0.4557498205
1559	0.4557482045
1560	0.4556982846
1561	0.455636111
1562	0.455530218
1563	0.4554590535
1564	0.4554569238
1565	0.4554111969
1566	0.4553808105
1567	0.4553099271
1568	0.4552479623
1569	0.4551957548
1570	0.455138467
1571	0.4550326271
1572	0.4549499179
1573	0.454932211
1574	0.4549317311
1575	0.4549303906
1576	0.4549256158
1577	0.4548062481
1578	0.4547027276
1579	0.4546098536
1580	0.4545986825
1581	0.4545589834
1582	0.4545360317
1583	0.4545321811
1584	0.4545076527
1585	0.454393744
1586	0.4543237917
1587	0.4542216039
1588	0.4541915883
1589	0.4541407592
1590	0.454113063
1591	0.4541005197
1592	0.454035117
1593	0.454003412
1594	0.4540022235
1595	0.4539980991
1596	0.4539318837
1597	0.4538670987
1598	0.4538009168
1599	0.4537834542
1600	0.4537489942
1601	0.453689933
